BIL,BWX,^FTSE,^GSPC,^HSI
45.8,58.73,6344.1,1559.98,22337.49
45.81,59.12,6249.8,1553.28,21726.9
45.81,58.9,6276.9,1563.07,21718.05
45.81,59.16,6313.2,1568.61,21870.34
45.81,58.75,6387.4,1587.73,22034.56
45.8,58.93,6416.1,1593.37,22101.27
45.81,59,6384.4,1588.85,22089.05
45.81,58.98,6343.6,1552.36,21772.67
45.81,59.32,6304.6,1574.57,21672.03
45.81,58.89,6244.2,1552.01,21569.67
45.8,59,6243.7,1541.61,21512.52
45.81,58.82,6286.6,1555.25,22013.57
45.81,59.06,6280.6,1562.5,22044.37
45.81,58.9,6406.1,1578.78,21806.61
45.81,58.96,6431.8,1578.79,22183.05
45.8,58.98,6442.6,1585.16,22401.24
45.8,59.32,6426.4,1582.24,22547.71
45.8,59.69,6458,1593.61,22580.77
45.8,60,6430.1,1597.57,22737.01
45.8,60.07,6451.3,1582.7,22737.01
45.81,59.87,6460.7,1597.59,22668.3
45.8,59.7,6521.5,1614.42,22689.96
45.8,59.43,6521.5,1617.5,22915.09
45.8,59.28,6557.3,1625.96,23047.09
45.81,59.66,6583.5,1632.69,23244.35
45.81,59.1,6592.7,1626.67,23211.48
45.8,58.39,6625,1633.7,23321.22
45.81,58.2,6631.8,1633.77,22989.81
45.8,57.91,6686.1,1650.34,22930.28
45.8,57.72,6693.6,1658.78,23044.24
45.8,57.83,6687.8,1650.47,23082.68
45.81,57.53,6723.1,1667.47,23082.68
45.8,57.7,6755.6,1666.29,23493.03
45.81,57.66,6803.9,1669.16,23366.37
45.81,57.24,6840.3,1655.35,23261.08
45.81,57.57,6696.8,1650.51,22669.68
45.81,57.63,6654.3,1649.6,22618.67
45.8,57.08,6762,1660.06,22924.25
45.81,57.23,6627.2,1648.36,22554.93
45.8,57.52,6657,1654.41,22484.31
45.81,57.35,6583.1,1630.74,22392.16
45.81,57.85,6525.1,1640.42,22282.19
45.81,57.58,6558.6,1631.38,22285.52
45.81,57.67,6419.3,1608.9,22069.24
45.8,58.29,6336.1,1622.56,21838.43
45.81,58.24,6412,1643.38,21575.26
45.8,57.77,6400.5,1642.81,21615.09
45.81,58.28,6340.1,1626.13,21354.66
45.81,58.87,6304.6,1636.36,20887.04
45.8,59.13,6308.3,1626.73,20969.14
45.8,59.05,6330.5,1639.04,21225.9
45.8,58.79,6374.2,1651.81,21225.88
45.8,57.92,6348.8,1628.93,20986.89
45.8,56.92,6159.5,1588.19,20382.87
45.81,56.3,6116.2,1592.43,20263.31
45.81,56.11,6029.1,1573.09,19813.98
45.81,56.27,6101.9,1588.03,19855.72
45.81,56.4,6165.5,1603.26,20338.55
45.8,56.67,6243.4,1613.2,20440.08
45.8,56.28,6215.5,1606.28,20803.29
45.81,56.36,6307.8,1614.96,20803.29
45.8,56.02,6303.9,1614.08,20658.65
45.81,56.17,6229.9,1615.41,20147.31
45.81,55.44,6375.5,1631.89,20854.67
45.79,55.59,6450.1,1640.46,20582.19
45.79,55.6,6513.1,1652.32,20683.01
45.79,55.86,6505,1652.62,20904.56
45.79,56.77,6543.4,1675.02,21437.49
45.79,56.58,6544.9,1680.19,21277.28
45.79,56.63,6586.1,1682.5,21303.31
45.79,57.21,6556.4,1676.26,21312.38
45.79,57.04,6571.9,1680.91,21371.87
45.8,56.99,6634.4,1689.37,21345.22
45.8,57.05,6630.7,1692.09,21362.42
45.8,57.45,6623.2,1695.53,21416.5
45.8,57.63,6597.4,1692.39,21915.42
45.81,57.08,6620.4,1685.94,21968.93
45.79,57.45,6588,1690.25,21900.96
45.79,57.67,6554.8,1691.65,21968.95
45.8,57.62,6560.3,1685.33,21850.15
45.79,57.44,6571,1685.96,21953.96
45.8,57.55,6621.1,1685.73,21883.66
45.79,56.85,6682,1706.87,22088.79
45.8,57.29,6647.9,1709.67,22190.97
45.8,57.36,6619.6,1707.14,22222.01
45.8,57.47,6604.2,1697.37,21923.7
45.79,57.96,6511.2,1690.91,21588.84
45.79,58.29,6529.7,1697.48,21655.88
45.8,58.24,6583.4,1691.42,21807.56
45.8,58.02,6574.3,1689.47,22271.28
45.8,57.51,6611.9,1694.16,22541.13
45.8,57.59,6483.3,1661.32,22539.25
45.8,57.47,6500,1655.83,22517.81
45.79,57.16,6465.7,1646.06,22463.7
45.8,57.42,6453.5,1652.35,21970.29
45.8,57.04,6390.8,1642.8,21817.73
45.79,56.91,6446.9,1656.96,21895.4
45.8,57.05,6492.1,1663.5,21863.51
45.79,57.1,6492.1,1656.78,22005.32
45.79,57.42,6441,1630.48,21874.77
45.79,57.13,6430.1,1634.96,21524.65
45.8,56.86,6483.1,1638.17,21704.78
45.8,56.85,6412.9,1632.97,21731.37
45.8,56.36,6468.4,1639.77,22394.58
45.8,56.51,6474.7,1653.08,22326.22
45.8,55.94,6532.4,1655.08,22597.97
45.8,56.52,6547.3,1655.17,22621.22
45.78,56.6,6530.7,1671.71,22750.65
45.79,56.46,6584,1683.99,22976.65
45.79,56.88,6588.4,1689.13,22937.14
45.79,56.89,6589,1683.42,22953.72
45.8,57.09,6583.8,1687.99,22915.28
45.79,57.45,6622.9,1697.6,23252.41
45.79,57.5,6570.2,1704.76,23180.52
45.8,58.3,6558.8,1725.52,23117.45
45.8,58.22,6625.4,1722.34,23502.51
45.79,58.15,6596.4,1709.91,23502.51
45.79,58.19,6557.4,1701.84,23371.54
45.79,58.28,6571.5,1697.42,23179.04
45.79,58.26,6551.5,1692.77,23209.63
45.79,58.03,6565.6,1698.67,23125.03
45.79,58.31,6512.7,1691.75,23207.04
45.79,58.37,6462.2,1681.55,22859.86
45.8,58.77,6437.5,1693.87,22984.48
45.8,58.84,6449,1678.66,23214.4
45.8,58.6,6453.9,1690.5,23138.54
45.8,58.76,6437.3,1676.12,22973.95
45.8,58.74,6365.8,1655.45,23178.85
45.79,58.51,6337.9,1656.4,23033.97
45.78,58.31,6430.5,1692.56,22951.3
45.77,58.52,6487.2,1703.2,23218.32
45.77,58.31,6549.1,1698.06,23336.52
45.78,58.34,6571.6,1721.54,23228.33
45.78,59.11,6576.2,1733.15,23094.88
45.79,59.2,6622.6,1744.5,23340.1
45.79,59.1,6654.2,1744.66,23438.15
45.79,59.56,6695.7,1754.67,23315.99
45.79,59.68,6674.5,1746.38,22999.95
45.78,59.62,6713.2,1752.07,22835.82
45.79,59.67,6721.3,1759.77,22698.34
45.79,59.67,6725.8,1762.11,22806.58
45.78,59.46,6774.7,1771.95,22846.54
45.78,59.27,6777.7,1763.31,23304.02
45.78,58.99,6731.4,1756.54,23206.37
45.78,58.46,6734.7,1761.64,23249.79
45.78,58.62,6763.6,1767.93,23189.62
45.78,58.37,6746.8,1762.97,23038.95
45.79,58.4,6741.7,1770.49,23036.94
45.78,58.39,6697.2,1747.15,22881.03
45.78,57.81,6708.4,1770.61,22744.39
45.79,58,6728.4,1771.89,23069.85
45.79,57.7,6726.8,1767.69,22901.41
45.79,58.02,6630,1782,22463.83
45.78,58.16,6666.1,1790.62,22649.15
45.78,58.19,6693.4,1798.18,23032.15
45.78,58.31,6723.5,1791.53,23660.06
45.78,58.28,6698,1787.87,23657.81
45.78,58,6681.1,1781.37,23700.86
45.79,57.87,6681.3,1795.85,23580.29
45.78,58.1,6674.3,1804.76,23696.28
45.78,58.06,6694.6,1802.48,23684.45
45.78,58.24,6636.2,1802.75,23681.28
45.79,58.1,6649.5,1807.23,23806.35
45.77,58.08,6650.6,1805.81,23881.29
45.78,57.63,6595.3,1800.9,24038.55
45.79,57.92,6532.4,1795.15,23910.47
45.79,57.82,6510,1792.81,23728.7
45.79,57.88,6498.3,1785.03,23712.57
45.79,58.03,6552,1805.09,23743.1
45.79,58.13,6559.5,1808.37,23811.17
45.78,58.31,6523.3,1802.62,23744.19
45.79,58.25,6507.7,1782.22,23338.24
45.79,57.97,6445.3,1775.5,23218.12
45.79,58.09,6440,1775.32,23245.96
45.78,58.21,6522.2,1786.54,23114.66
45.78,58.18,6486.2,1781,23069.23
45.79,57.95,6492.1,1810.65,23143.82
45.79,57.7,6584.7,1809.6,22888.75
45.78,57.83,6606.6,1818.32,22812.18
45.78,57.81,6678.6,1827.99,22921.56
45.78,57.78,6694.2,1833.32,23179.55
45.79,57.5,6750.9,1841.4,23243.24
45.79,57.75,6731.3,1841.07,23244.87
45.77,57.74,6749.1,1848.36,23306.39
45.77,57.38,6717.9,1831.98,23340.05
45.78,57.24,6730.7,1831.37,22817.28
45.77,57.49,6730.7,1826.77,22684.15
45.78,57.53,6755.5,1837.88,22712.78
45.78,57.32,6721.8,1837.49,22996.59
45.77,57.3,6691.3,1838.13,22787.33
45.78,57.86,6739.9,1842.37,22846.25
45.78,58.03,6757.2,1819.2,22888.76
45.78,57.85,6766.9,1838.88,22791.28
45.78,57.57,6819.9,1848.38,22902
45.78,57.71,6815.4,1845.89,22986.41
45.77,57.54,6829.3,1838.7,23133.35
45.78,57.57,6834.3,1843.8,23033.12
45.78,57.5,6826.3,1844.86,23082.25
45.78,58.14,6773.3,1828.46,22733.9
45.77,58.1,6663.7,1790.29,22450.06
45.77,58.07,6550.7,1781.56,21976.1
45.77,58.02,6572.3,1792.5,21960.64
45.78,58.08,6544.3,1774.2,22141.61
45.78,57.92,6538.5,1794.19,22035.42
45.78,58,6449.3,1755.2,21397.77
45.77,58.15,6457.9,1751.64,21269.38
45.77,58.17,6558.3,1773.43,21423.13
45.78,58.38,6571.7,1797.02,21636.85
45.77,58.31,6591.6,1799.84,21579.26
45.77,58.35,6672.7,1819.75,21962.98
45.78,58.08,6675,1819.26,22285.79
45.78,58.51,6659.4,1829.83,22165.53
45.78,58.63,6663.6,1838.63,22298.41
45.77,58.86,6796.4,1840.76,22587.72
45.78,58.63,6796.7,1828.75,22664.52
45.78,58.53,6813,1839.78,22394.08
45.77,58.69,6838.1,1836.25,22568.24
45.78,58.75,6865.9,1847.61,22388.56
45.78,58.91,6830.5,1845.12,22317.2
45.78,58.81,6799.2,1845.16,22437.44
45.77,59.06,6810.3,1854.29,22828.18
45.78,59.28,6809.7,1859.45,22836.96
45.78,59.14,6708.4,1845.73,22500.67
45.77,59.07,6823.8,1873.91,22657.63
45.78,59.14,6775.4,1873.81,22579.78
45.78,59.23,6788.5,1877.03,22702.97
45.77,59.19,6712.7,1878.04,22660.49
45.77,59.21,6689.5,1877.17,22264.93
45.77,59.11,6685.5,1867.63,22269.61
45.77,59.18,6620.9,1868.2,21901.95
45.77,59.38,6553.8,1846.34,21756.08
45.77,59.53,6527.9,1841.13,21539.49
45.77,59.63,6568.4,1858.83,21473.95
45.77,59.68,6605.3,1872.25,21583.5
45.78,58.92,6573.1,1860.77,21568.69
45.77,58.85,6542.4,1872.01,21182.16
45.78,59.12,6557.2,1866.52,21436.7
45.78,59.31,6520.4,1857.44,21846.45
45.78,59.28,6604.9,1865.62,21732.32
45.77,59.41,6605.3,1852.56,21887.75
45.77,59.43,6588.3,1849.04,21834.45
45.77,59.33,6615.6,1857.62,22065.53
45.77,59.38,6598.4,1872.34,22151.06
45.77,59.27,6652.6,1885.52,22448.54
45.77,58.97,6659,1890.9,22523.94
45.78,58.73,6649.1,1888.77,22565.08
45.77,59.12,6695.6,1865.09,22510.08
45.77,59.34,6622.8,1845.04,22377.15
45.77,59.64,6590.7,1851.96,22596.97
45.77,59.82,6635.6,1872.18,22843.17
45.77,60.04,6642,1833.08,23186.96
45.77,60.01,6561.7,1815.69,23003.64
45.77,59.92,6583.8,1830.61,23038.8
45.77,59.86,6541.6,1842.98,22671.26
45.77,59.88,6584.2,1862.31,22696.01
45.78,59.68,6625.3,1864.85,22760.24
45.76,59.52,6681.8,1879.55,22730.68
45.77,59.52,6674.7,1875.39,22509.64
45.77,59.52,6703,1878.61,22562.8
45.77,59.68,6685.7,1863.4,22223.53
45.77,59.67,6700.2,1869.43,22132.53
45.77,59.62,6769.9,1878.33,22453.89
45.77,59.88,6780,1883.95,22133.97
45.77,60.04,6822.4,1881.14,22260.67
45.76,60.29,6796.4,1878.21,21746.26
45.76,60.32,6839.3,1875.63,21837.12
45.77,60.01,6814.6,1878.48,21862.99
45.76,59.94,6851.8,1896.65,22261.61
45.77,59.82,6873.1,1897.45,22352.38
45.77,60.1,6878.5,1888.53,22582.77
45.77,60.12,6840.9,1870.85,22730.86
45.77,60.13,6855.8,1877.86,22712.91
45.77,60.1,6844.6,1885.08,22704.5
45.77,60.02,6802,1872.83,22834.68
45.76,60.01,6821,1888.03,22836.52
45.76,59.89,6820.6,1892.49,22953.76
45.77,59.87,6815.8,1900.53,22965.86
45.76,59.93,6844.9,1911.91,22944.3
45.77,60,6851.2,1909.78,23080.03
45.76,59.99,6871.3,1920.03,23010.14
45.77,59.91,6844.5,1923.57,23081.65
45.76,59.57,6836.3,1924.24,23291.04
45.76,59.53,6818.6,1927.88,23151.71
45.76,59.8,6813.5,1940.46,23109.66
45.76,60.05,6858.2,1949.44,22951
45.77,59.93,6875,1951.27,23117.47
45.77,59.8,6873.6,1950.79,23315.74
45.76,59.81,6838.9,1943.89,23257.29
45.77,59.94,6843.1,1930.11,23175.02
45.76,59.86,6777.9,1936.16,23319.17
45.77,59.97,6754.6,1937.78,23300.67
45.76,59.72,6766.8,1941.99,23203.59
45.77,60.09,6778.6,1956.98,23181.72
45.77,60.11,6808.1,1959.48,23167.73
45.77,60.04,6825.2,1962.87,23194.06
45.77,60.22,6800.6,1962.61,22804.81
45.77,60.21,6787.1,1949.98,22880.64
45.76,60.38,6733.6,1959.53,22866.7
45.76,60.51,6735.1,1957.22,23197.83
45.77,60.69,6757.8,1960.96,23221.52
45.76,60.81,6743.9,1960.23,23190.72
45.77,60.53,6816.4,1974.62,23549.62
45.76,60.43,6865.2,1985.44,23531.44
45.77,60.4,6823.5,1977.65,23540.92
45.77,60.47,6738.5,1963.71,23541.38
45.76,60.57,6718,1972.83,23176.07
45.76,60.51,6672.4,1964.68,23238.99
45.76,60.64,6690.2,1967.57,23233.45
45.76,60.64,6746.1,1977.1,23346.67
45.76,60.46,6710.5,1973.28,23459.96
45.76,60.44,6784.7,1981.57,23523.28
45.76,60.59,6738.3,1958.12,23520.87
45.75,60.63,6749.5,1978.22,23454.79
45.76,60.59,6728.4,1973.63,23387.14
45.75,60.48,6795.3,1983.53,23782.11
45.76,60.55,6798.2,1987.01,23971.87
45.76,60.46,6821.5,1987.98,24141.5
45.76,60.42,6791.6,1978.34,24216.01
45.76,60.37,6788.1,1978.91,24428.63
45.76,60.29,6807.8,1969.95,24640.53
45.76,59.96,6773.4,1970.07,24732.21
45.75,59.9,6730.1,1930.67,24756.85
45.76,60.01,6679.2,1925.15,24532.43
45.76,60.13,6677.5,1938.99,24600.08
45.75,59.89,6682.5,1920.21,24648.26
45.75,60.06,6636.2,1920.24,24584.13
45.76,60.02,6597.4,1909.57,24387.56
45.75,60.21,6567.4,1931.59,24331.41
45.75,60.21,6632.8,1936.92,24646.02
45.75,60.14,6632.4,1933.75,24689.41
45.76,60.18,6656.7,1946.72,24890.34
45.75,60.31,6685.3,1955.18,24801.36
45.76,60.57,6689.1,1955.06,24954.94
45.75,60.37,6741.3,1971.74,24955.46
45.76,60.16,6779.3,1981.6,25122.95
45.75,59.86,6755.5,1986.51,25159.76
45.76,59.92,6777.7,1992.37,24994.1
45.76,59.96,6775.3,1988.4,25112.23
45.76,59.89,6822.8,2000.02,25074.5
45.75,60.14,6830.7,2000.12,24918.75
45.76,60.23,6805.8,1996.74,24741
45.76,60.04,6819.8,2003.37,24742.06
45.75,59.51,6829.2,2002.28,24749.02
45.76,59.61,6873.6,2000.72,25317.95
45.75,59.14,6878,1997.65,25297.92
45.76,59.19,6855.1,2007.71,25240.15
45.75,58.8,6834.8,2001.54,25190.45
45.76,58.44,6830.1,1995.69,24705.36
45.75,58.26,6799.6,1997.45,24662.64
45.75,58.2,6807,1985.54,24595.32
45.75,58.22,6804.2,1984.13,24356.99
45.75,58.31,6792.2,1998.98,24136.01
45.75,57.99,6780.9,2001.57,24376.41
45.76,57.98,6819.3,2011.36,24168.72
45.76,57.92,6837.9,2010.4,24306.16
45.76,57.99,6773.6,1994.29,23955.49
45.76,58,6676.1,1982.77,23837.07
45.76,57.91,6706.3,1998.3,23921.61
45.76,57.84,6639.7,1965.99,23768.13
45.76,57.61,6649.4,1982.85,23678.41
45.75,57.55,6646.6,1977.8,23229.21
45.76,57.37,6622.7,1972.29,22932.98
45.74,57.05,6527.9,1967.9,23064.56
45.74,57.54,6563.7,1964.82,23315.04
45.75,57.68,6495.6,1935.1,23422.52
45.75,58.14,6482.2,1968.89,23263.33
45.75,57.89,6431.9,1928.21,23534.53
45.75,57.76,6340,1906.13,23088.54
45.75,57.99,6366.2,1874.74,23143.38
45.74,58.11,6392.7,1877.7,23047.97
45.74,58.53,6211.6,1862.49,23140.05
45.75,58.4,6195.9,1862.76,22900.94
45.75,58.22,6310.3,1886.76,23023.21
45.75,58.35,6267.1,1904.01,23070.26
45.74,58.27,6372.3,1941.28,23088.58
45.75,58.01,6399.7,1927.11,23403.97
45.74,57.92,6419.2,1950.82,23333.18
45.74,57.91,6388.7,1964.58,23302.2
45.74,58.12,6363.5,1961.63,23143.23
45.74,58.2,6402.2,1985.05,23520.36
45.75,57.76,6453.9,1982.3,23819.87
45.74,57.63,6463.6,1994.65,23702.04
45.75,57.18,6546.5,2018.05,23998.06
45.74,56.67,6488,2017.81,23915.97
45.75,56.84,6454,2012.1,23845.66
45.74,56.5,6539.1,2023.57,23695.62
45.75,56.1,6551.2,2031.21,23649.31
45.74,56.39,6567.2,2031.92,23550.24
45.75,56.25,6611.3,2038.26,23744.7
45.75,56.37,6627.4,2039.68,23808.28
45.75,56.28,6611,2038.25,23938.18
45.74,56.33,6635.5,2039.33,24019.94
45.74,56.46,6654.4,2039.82,24087.38
45.75,56.28,6672,2041.32,23797.08
45.74,56.4,6709.1,2051.8,23529.17
45.74,56.16,6696.6,2048.72,23373.31
45.74,56.31,6678.9,2052.75,23349.64
45.74,56.14,6750.8,2063.5,23437.12
45.75,56.19,6729.8,2069.41,23893.14
45.75,56.45,6731.1,2067.03,23843.91
45.74,56.61,6729.2,2072.83,24111.98
45.75,56.39,6722.6,2067.56,23987.45
45.74,56.54,6656.4,2053.44,23367.45
45.74,56.04,6742.1,2066.55,23654.3
45.74,55.84,6716.6,2074.33,23428.62
45.74,55.97,6679.4,2071.92,23832.56
45.75,55.47,6742.8,2075.37,24002.64
45.75,55.68,6672.2,2060.31,24047.67
45.74,56.04,6529.5,2059.82,23485.83
45.74,56.36,6500,2026.14,23524.52
45.74,56.13,6461.7,2035.33,23312.54
45.75,56.33,6300.6,2002.33,23249.2
45.73,56.28,6182.7,1989.63,23027.85
45.73,56.76,6331.8,1972.74,22670.5
45.73,56.13,6336.5,2012.89,22585.84
45.74,56,6466,2061.23,22832.21
45.73,55.91,6545.3,2070.65,23116.63
45.73,55.94,6576.7,2078.54,23408.57
45.73,55.56,6598.2,2082.17,23333.69
45.74,55.7,6609.9,2081.88,23349.34
45.73,55.22,6633.5,2090.57,23773.18
45.73,55.55,6547,2080.35,23501.1
45.74,55.33,6566.1,2058.9,23605.04
45.73,55.09,6547.8,2058.2,23857.82
45.74,54.97,6417.2,2020.58,23721.32
45.73,55.14,6366.5,2002.61,23485.41
45.73,54.99,6419.8,2025.9,23681.26
45.73,54.91,6570,2062.14,23835.53
45.73,55.12,6501.1,2044.81,23919.95
45.73,55.27,6501.4,2028.26,24026.46
45.73,55.2,6542.2,2023.03,24215.97
45.73,55.47,6388.5,2011.27,24112.6
45.73,55.45,6498.8,1992.67,24350.91
45.73,55.27,6550.3,2019.42,24103.52
45.73,54.91,6620.1,2022.55,23951.16
45.74,55.02,6728,2032.12,24352.58
45.73,54.42,6796.6,2063.15,24522.63
45.74,54.38,6832.8,2051.82,24850.45
45.74,54.33,6852.4,2057.09,24909.9
45.74,54.59,6811.6,2029.55,24807.28
45.73,54.43,6825.9,2002.16,24861.81
45.73,54.22,6810.6,2021.25,24595.85
45.73,54.46,6749.4,1994.99,24507.05
45.73,54.61,6782.6,2020.85,24484.74
45.74,54.9,6871.8,2050.03,24554.78
45.73,54.64,6860,2041.51,24679.76
45.73,54.93,6865.9,2062.52,24765.49
45.73,54.19,6853.4,2055.47,24679.39
